start,end,type,city,activity
BARCELONA,HOTEL LUMIERE,HAS_HOTEL,,
BARCELONA,PARK GUELL,HAS_ACTIVITY,,
BARCELONA,SAGRADA FAMILIA,HAS_ACTIVITY,,
BARCELONA,TAPAS BAR,HAS_RESTAURANT,,
BARCELONA,TRATTORIA ROMANA,HAS_RESTAURANT,,
BARCELONA ARCHITECTURE 2024,ARCHITECTURE,HAS_HIGHLIGHT,,
BARCELONA ARCHITECTURE 2024,BARCELONA,HAS_CITY,,
BARCELONA ARCHITECTURE 2024,BUS,HAS_TRANSPORT,,
BARCELONA ARCHITECTURE 2024,CITY BREAK,HAS_HIGHLIGHT,,
BARCELONA ARCHITECTURE 2024,METRO,HAS_TRANSPORT,,
BARCELONA ARCHITECTURE 2024,SPAIN,HAS_COUNTRY,,
BARCELONA TURU 09 – 11 KASIM,2025-11-09,HAS_DATE_START,,
BARCELONA TURU 09 – 11 KASIM,2025-11-11,HAS_DATE_END,,
BARCELONA TURU 09 – 11 KASIM,Barcelona,HAS_CITY,,
BARCELONA TURU 09 – 11 KASIM,Sonbahar,HAS_SEASON,,
BARCELONA TURU 09 – 11 KASIM,İspanya,HAS_COUNTRY,,
BELGRAD TURU 21 – 23 EYLÜL,2025-09-21,HAS_DATE_START,,
BELGRAD TURU 21 – 23 EYLÜL,2025-09-23,HAS_DATE_END,,
BELGRAD TURU 21 – 23 EYLÜL,Belgrad,HAS_CITY,,
BELGRAD TURU 21 – 23 EYLÜL,Karlofca,HAS_CITY,,
BELGRAD TURU 21 – 23 EYLÜL,Novi Sad,HAS_CITY,,
BELGRAD TURU 21 – 23 EYLÜL,Sonbahar,HAS_SEASON,,
BELGRAD TURU 21 – 23 EYLÜL,Sırbistan,HAS_COUNTRY,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,2025-09-12,HAS_DATE_START,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,2025-09-15,HAS_DATE_END,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Biarritz,HAS_CITY,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Bilbao,HAS_CITY,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Fransa,HAS_COUNTRY,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Saint Jean De Luz,HAS_CITY,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,San Sebastian,HAS_CITY,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,Sonbahar,HAS_SEASON,,
BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,İspanya,HAS_COUNTRY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,2025-01-04,HAS_DATE_START,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,2025-01-22,HAS_DATE_END,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Arjantin,HAS_COUNTRY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Brezilya,HAS_COUNTRY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Buenos Aires,HAS_CITY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Cape Horn,HAS_CITY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Iguazu,HAS_CITY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Kış,HAS_SEASON,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Magdalena Adası,HAS_CITY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Rio de Janeiro,HAS_CITY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Santiago,HAS_CITY,,
BREZİLYA – ARJANTİN – ŞİLİ TURU 04 – 22 OCAK,Şili,HAS_COUNTRY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,2025-04-20,HAS_DATE_START,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,2025-04-23,HAS_DATE_END,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Amboise,HAS_CITY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Belçika,HAS_COUNTRY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Blois,HAS_CITY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Brugge,HAS_CITY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Fransa,HAS_COUNTRY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Gent,HAS_CITY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,Loire,HAS_CITY,,
BRUGGE & LOIRE TURU 20 – 23 NİSAN,İlkbahar,HAS_SEASON,,
Bagan,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY,,
Bagan,Bagan tapınakları gezisi,HAS_ACTIVITY,,
Bagan,Belmond Road to Mandalay Cruise,HAS_HOTEL,,
Bagan,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY,,
Bagan,Inle Gölü gezisi,HAS_ACTIVITY,,
Bagan,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY,,
Bagan,Mandalay gezisi,HAS_ACTIVITY,,
Bagan,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY,,
Bagan,Shwedagon Pagoda ziyareti,HAS_ACTIVITY,,
Bagan,Yangon şehir turu,HAS_ACTIVITY,,
Bali,Bali’de tapınak ziyaretleri ve sahil aktiviteleri,HAS_ACTIVITY,,
Bali,Bangkok şehir turu,HAS_ACTIVITY,,
Bali,"Beach Restaurant, The Surin (Phuket)",HAS_RESTAURANT,,
Bali,Capella Bangkok Hotel,HAS_HOTEL,,
Bali,Koral Restaurant,HAS_RESTAURANT,,
Bali,Phuket Tarihi Kent Gezisi,HAS_ACTIVITY,,
Bali,Phuket’te Big Buddha ziyareti,HAS_ACTIVITY,,
Bali,Restaurant POTONG,HAS_RESTAURANT,,
Bali,Riverside Pool Villa,HAS_HOTEL,,
Bali,The Surin Phuket,HAS_HOTEL,,
Bali,Volcanoes & Temples Turu (Helikopter),HAS_ACTIVITY,,
Ballarat,Alman Kasabası Hahndorf,HAS_ACTIVITY,,
Ballarat,Anayasa Limanı - Hobart,HAS_ACTIVITY,,
Ballarat,Anzac-Atatürk Anıtı,HAS_ACTIVITY,,
Ballarat,Ateş Böceği Mağarası,HAS_ACTIVITY,,
Ballarat,Barossa Valley Şarap Bağları,HAS_ACTIVITY,,
Ballarat,Brisbane Şehir Turu,HAS_ACTIVITY,,
Ballarat,Canberra Şehir Turu,HAS_ACTIVITY,,
Ballarat,Darling Harbour,HAS_ACTIVITY,,
Ballarat,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY,,
Ballarat,Franklin Meydanı - Hobart,HAS_ACTIVITY,,
Ballarat,Hyde Park Barracks - Sydney,HAS_ACTIVITY,,
Ballarat,Melbourne Müzesi,HAS_ACTIVITY,,
Ballarat,Mount Wellington,HAS_ACTIVITY,,
Ballarat,Mrs Macquarie’s Chair,HAS_ACTIVITY,,
Ballarat,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT,,
Ballarat,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY,,
Ballarat,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY,,
Ballarat,Sanat Galerisi - Melbourne,HAS_ACTIVITY,,
Ballarat,Sullivan’s Cove,HAS_ACTIVITY,,
Ballarat,Surfers Paradise - Gold Coast,HAS_ACTIVITY,,
Ballarat,Sydney Harbour Bridge,HAS_ACTIVITY,,
Ballarat,Sydney Opera House,HAS_ACTIVITY,,
Ballarat,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL,,
Ballarat,Ulusal Müze - Sydney,HAS_ACTIVITY,,
Ballarat,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT,,
Bangkok,A-Ma Tapınağı,HAS_ACTIVITY,,
Bangkok,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY,,
Bangkok,"Anantara Golden Triangle, Chiang Rai",HAS_HOTEL,,
Bangkok,Aziz Paulo Katedrali Harabesi - Macau,HAS_ACTIVITY,,
Bangkok,Bagan tapınakları gezisi,HAS_ACTIVITY,,
Bangkok,Bali’de tapınak ziyaretleri ve sahil aktiviteleri,HAS_ACTIVITY,,
Bangkok,Bangkok Kanalları Gezisi,HAS_ACTIVITY,,
Bangkok,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,HAS_ACTIVITY,,
Bangkok,Bangkok Şehir Gezisi,HAS_ACTIVITY,,
Bangkok,Bangkok şehir turu,HAS_ACTIVITY,,
Bangkok,Bangkok şehir turu ve alışveriş aktiviteleri,HAS_ACTIVITY,,
Bangkok,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi",HAS_ACTIVITY,,
Bangkok,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti,HAS_ACTIVITY,,
Bangkok,Beach Restaurant (The Surin),HAS_RESTAURANT,,
Bangkok,"Beach Restaurant, The Surin (Phuket)",HAS_RESTAURANT,,
Bangkok,Belmond Road to Mandalay Cruise,HAS_HOTEL,,
Bangkok,Bhaya Cruise (Lan Ha Bay / Ha Long),HAS_HOTEL,,
Bangkok,Bo Sang Köyü,HAS_ACTIVITY,,
Bangkok,Büyük Saray,HAS_ACTIVITY,,
Bangkok,Capella Bangkok Hotel,HAS_HOTEL,,
Bangkok,Carpe Diem Beach Club,HAS_RESTAURANT,,
Bangkok,Chatuchak Weekend Market,HAS_ACTIVITY,,
Bangkok,Chiang Rai Gezisi,HAS_ACTIVITY,,
Bangkok,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu",HAS_ACTIVITY,,
Bangkok,Clara Restaurant,HAS_RESTAURANT,,
Bangkok,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY,,
Bangkok,Eat Me Restaurant,HAS_RESTAURANT,,
Bangkok,Err Restaurant,HAS_RESTAURANT,,
Bangkok,Golden Triangle Gezisi,HAS_ACTIVITY,,
Bangkok,Grand Palace & Wat Phra Kaew - Bangkok,HAS_ACTIVITY,,
Bangkok,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,HAS_ACTIVITY,,
Bangkok,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY,,
Bangkok,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY,,
Bangkok,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT,,
Bangkok,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY,,
Bangkok,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",HAS_ACTIVITY,,
Bangkok,Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY,,
Bangkok,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY,,
Bangkok,Hong Kong Miras Müzesi,HAS_ACTIVITY,,
Bangkok,Inle Gölü gezisi,HAS_ACTIVITY,,
Bangkok,Kalido,HAS_RESTAURANT,,
Bangkok,Koral Restaurant,HAS_RESTAURANT,,
Bangkok,Kowloon Turu,HAS_ACTIVITY,,
Bangkok,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY,,
Bangkok,Lam Tsuen Dilek Ağacı - Hong Kong,HAS_ACTIVITY,,
Bangkok,Lantau Adası Turu,HAS_ACTIVITY,,
Bangkok,Lebua at State Tower Hotel,HAS_HOTEL,,
Bangkok,Macau Casinoları,HAS_ACTIVITY,,
Bangkok,Macau Kulesi,HAS_ACTIVITY,,
Bangkok,Macau Müzesi,HAS_ACTIVITY,,
Bangkok,Macau Şarap Müzesi,HAS_ACTIVITY,,
Bangkok,Mandalay gezisi,HAS_ACTIVITY,,
Bangkok,"Mandarin Oriental, Bangkok",HAS_HOTEL,,
Bangkok,May de Cuisine Restaurant (Hanoi),HAS_RESTAURANT,,
Bangkok,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY,,
Bangkok,Mekong Deltası – nehir kenarında restoran,HAS_RESTAURANT,,
Bangkok,Mekong Nehri Tekne Gezisi,HAS_ACTIVITY,,
Bangkok,Monte Hisarı,HAS_ACTIVITY,,
Bangkok,"Otel (Ho Chi Minh, ismi belirtilmemiş)",HAS_HOTEL,,
Bangkok,"Otel (Siem Reap, ismi belirtilmemiş)",HAS_HOTEL,,
Bangkok,Pak Khlong Talat Çiçek Pazarı - Bangkok,HAS_ACTIVITY,,
Bangkok,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY,,
Bangkok,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",HAS_ACTIVITY,,
Bangkok,Phuket Tarihi Kent Gezisi,HAS_ACTIVITY,,
Bangkok,Phuket ada ve sahil aktiviteleri,HAS_ACTIVITY,,
Bangkok,Phuket’te Big Buddha ziyareti,HAS_ACTIVITY,,
Bangkok,Potong Restaurant,HAS_RESTAURANT,,
Bangkok,Restaurant POTONG,HAS_RESTAURANT,,
Bangkok,Riverside Pool Villa,HAS_HOTEL,,
Bangkok,Royal Barge Ulusal Müzesi - Bangkok,HAS_ACTIVITY,,
Bangkok,Saigon şehir turu,HAS_ACTIVITY,,
Bangkok,Sala Rattanakosin Restaurant,HAS_RESTAURANT,,
Bangkok,Senado Meydanı,HAS_ACTIVITY,,
Bangkok,Shwedagon Pagoda ziyareti,HAS_ACTIVITY,,
Bangkok,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",HAS_ACTIVITY,,
Bangkok,Sofitel Legend Metropole (Hanoi),HAS_HOTEL,,
Bangkok,Sun Yat Sen’in Müze Evi,HAS_ACTIVITY,,
Bangkok,Tai Po Old Market - Hong Kong,HAS_ACTIVITY,,
Bangkok,Tapınaklar ve Şehir Gezisi,HAS_ACTIVITY,,
Bangkok,Terrace Rim Naam,HAS_RESTAURANT,,
Bangkok,The Market Restaurant (Vietnam),HAS_RESTAURANT,,
Bangkok,The Market Restaurant’ta Vietnam yemek kursu,HAS_ACTIVITY,,
Bangkok,The Surin,HAS_HOTEL,,
Bangkok,The Surin Phuket,HAS_HOTEL,,
Bangkok,Thien Canh Son Cave ziyareti,HAS_ACTIVITY,,
Bangkok,Thonburi Kanalları tekne turu,HAS_ACTIVITY,,
Bangkok,Tra Que Organic Village bisiklet turu,HAS_ACTIVITY,,
Bangkok,Violet Cruise (Ha Long Körfezi),HAS_HOTEL,,
Bangkok,Volcanoes & Temples Turu (Helikopter),HAS_ACTIVITY,,
Bangkok,Wang Lang Market - Bangkok,HAS_ACTIVITY,,
Bangkok,Wat Arun (Şafak Tapınağı) ziyareti,HAS_ACTIVITY,,
Bangkok,Wat Arun Tapınakları - Bangkok,HAS_ACTIVITY,,
Bangkok,Wat Chedi Luangis,HAS_ACTIVITY,,
Bangkok,Wat Pho (Yatan Buda Tapınağı) gezisi,HAS_ACTIVITY,,
Bangkok,Wat Pho Tapınağı,HAS_ACTIVITY,,
Bangkok,Wat Pho Tapınağı - Bangkok,HAS_ACTIVITY,,
Bangkok,Wat Phra Kaew,HAS_ACTIVITY,,
Bangkok,Wat Phra That Doi Suthep,HAS_ACTIVITY,,
Bangkok,Wat Ratchabophit,HAS_ACTIVITY,,
Bangkok,Wat Rong Khun,HAS_ACTIVITY,,
Bangkok,Wat Suan Dok Tapınağı,HAS_ACTIVITY,,
Bangkok,Wat Suthat Tapınağı - Bangkok,HAS_ACTIVITY,,
Bangkok,Westlake bölgesi turu (vintage jeep ile),HAS_ACTIVITY,,
Bangkok,Wong Tai Sin Tapınağı - Hong Kong,HAS_ACTIVITY,,
Bangkok,Yangon şehir turu,HAS_ACTIVITY,,
Bangkok,Yerel aile evi – çay ve taze meyve ikramı,HAS_RESTAURANT,,
Bangkok,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",HAS_RESTAURANT,,
Bangkok,Çiçek Kültürü Müzesi - Bangkok,HAS_ACTIVITY,,
Bangkok & Hong Kong Gezisi,Bangkok,HAS_CITY,,
Bangkok & Hong Kong Gezisi,Bangkok,HAS_HIGHLIGHT,,
Bangkok & Hong Kong Gezisi,Casinolar,HAS_HIGHLIGHT,,
Bangkok & Hong Kong Gezisi,Hong Kong,HAS_CITY,,
Bangkok & Hong Kong Gezisi,Hong Kong,HAS_HIGHLIGHT,,
Bangkok & Hong Kong Gezisi,Macau,HAS_CITY,,
Bangkok & Hong Kong Gezisi,Macau,HAS_HIGHLIGHT,,
Bangkok & Hong Kong Gezisi,Macau - Hong Kong Feribot,HAS_TRANSPORT,,
Bangkok & Hong Kong Gezisi,Tapınak,HAS_HIGHLIGHT,,
Bangkok & Hong Kong Gezisi,Tayland,HAS_COUNTRY,,
Bangkok & Hong Kong Gezisi,Tayland,HAS_HIGHLIGHT,,
Bangkok & Hong Kong Gezisi,Türk Hava Yolları TK68,HAS_TRANSPORT,,
Bangkok & Hong Kong Gezisi,Çin,HAS_COUNTRY,,
Bangkok & Hong Kong Gezisi,Çin,HAS_HIGHLIGHT,,
Barcelona,Barceloneta Restoran,HAS_RESTAURANT,,
Barcelona,Casa Milà,HAS_ACTIVITY,,
Barcelona,Gala Restoran,HAS_RESTAURANT,,
Barcelona,Gotik Mahallesi,HAS_ACTIVITY,,
Barcelona,La Pepita Tapas Bar,HAS_RESTAURANT,,
Barcelona,La Sagrada Familia,HAS_ACTIVITY,,
Barcelona,Park Güell,HAS_ACTIVITY,,
Barcelona,Plaza Catalunya,HAS_ACTIVITY,,
Bari,Alberobello Trulli Evleri,HAS_ACTIVITY,,
Bari,Antik Roma Amfitiyatrosu,HAS_ACTIVITY,,
Bari,Bari Şehir Gezisi,HAS_ACTIVITY,,
Bari,Canne Bianche Lifestyle & Hotel,HAS_HOTEL,,
Bari,Hohenstaufen Kalesi,HAS_ACTIVITY,,
Bari,Lecce Şehir Gezisi,HAS_ACTIVITY,,
Bari,Matera Gezisi,HAS_ACTIVITY,,
Bari,Monopoli Gezisi,HAS_ACTIVITY,,
Bari,Old Town,HAS_ACTIVITY,,
Bari,Palazzo dei Celestini,HAS_ACTIVITY,,
Bari,Polignano a Mare Gezisi,HAS_ACTIVITY,,
Bari,Saint Nicholas Bazilikası,HAS_ACTIVITY,,
Bari,San Giuseppe Kilisesi,HAS_ACTIVITY,,
Bari,San Sabino Katedrali,HAS_ACTIVITY,,
Bari,Sant'Oronzo Meydanı,HAS_ACTIVITY,,
Bari,Santa Croce Bazilikası,HAS_ACTIVITY,,
Bari,Strada delle Orecchiette,HAS_ACTIVITY,,
Barossa Valley,Alman Kasabası Hahndorf,HAS_ACTIVITY,,
Barossa Valley,Anayasa Limanı - Hobart,HAS_ACTIVITY,,
Barossa Valley,Anzac-Atatürk Anıtı,HAS_ACTIVITY,,
Barossa Valley,Ateş Böceği Mağarası,HAS_ACTIVITY,,
Barossa Valley,Barossa Valley Şarap Bağları,HAS_ACTIVITY,,
Barossa Valley,Brisbane Şehir Turu,HAS_ACTIVITY,,
Barossa Valley,Canberra Şehir Turu,HAS_ACTIVITY,,
Barossa Valley,Darling Harbour,HAS_ACTIVITY,,
Barossa Valley,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY,,
Barossa Valley,Franklin Meydanı - Hobart,HAS_ACTIVITY,,
Barossa Valley,Hyde Park Barracks - Sydney,HAS_ACTIVITY,,
Barossa Valley,Melbourne Müzesi,HAS_ACTIVITY,,
Barossa Valley,Mount Wellington,HAS_ACTIVITY,,
Barossa Valley,Mrs Macquarie’s Chair,HAS_ACTIVITY,,
Barossa Valley,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT,,
Barossa Valley,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY,,
Barossa Valley,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY,,
Barossa Valley,Sanat Galerisi - Melbourne,HAS_ACTIVITY,,
Barossa Valley,Sullivan’s Cove,HAS_ACTIVITY,,
Barossa Valley,Surfers Paradise - Gold Coast,HAS_ACTIVITY,,
Barossa Valley,Sydney Harbour Bridge,HAS_ACTIVITY,,
Barossa Valley,Sydney Opera House,HAS_ACTIVITY,,
Barossa Valley,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL,,
Barossa Valley,Ulusal Müze - Sydney,HAS_ACTIVITY,,
Barossa Valley,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT,,
Barselona,Almanac Barcelona,HAS_HOTEL,,
Barselona,Antoni Tàpies Müzesi ziyareti,HAS_ACTIVITY,,
Barselona,Barcelona şehir gezisi,HAS_ACTIVITY,,
Barselona,BarcelonaMilona,HAS_RESTAURANT,,
Barselona,Caixa Forum gezisi,HAS_ACTIVITY,,
Barselona,Ciutadella Park,HAS_ACTIVITY,,
Barselona,Dali Müzesi ziyareti,HAS_ACTIVITY,,
Barselona,El Tribut,HAS_RESTAURANT,,
Barselona,Fundació Suñol ziyareti,HAS_ACTIVITY,,
Barselona,Girona Gotik Katedrali,HAS_ACTIVITY,,
Barselona,Gotik Mahallesi,HAS_ACTIVITY,,
Barselona,James Turrell enstalasyonu ziyareti,HAS_ACTIVITY,,
Barselona,Joan Miró Vakfı ziyareti,HAS_ACTIVITY,,
Barselona,Jordi Bernadó Atölye ziyareti,HAS_ACTIVITY,,
Barselona,La Casa de Salvador Dalí - Port Lligat gezisi,HAS_ACTIVITY,,
Barselona,La Rambla,HAS_ACTIVITY,,
Barselona,MACBA - Museu d’Art Contemporani de Barcelona ziyareti,HAS_ACTIVITY,,
Barselona,Maná 75,HAS_RESTAURANT,,
Barselona,Merendero de la Mar,HAS_RESTAURANT,,
Barselona,Park Güell,HAS_ACTIVITY,,
Barselona,Picasso Müzesi ziyareti,HAS_ACTIVITY,,
Barselona,Plaza Catalunya,HAS_ACTIVITY,,
Barselona,Plaza España,HAS_ACTIVITY,,
Barselona,Poble Espanyol gezisi,HAS_ACTIVITY,,
Barselona,Restaurant Normal,HAS_RESTAURANT,,
Barselona,Sagrada Familia,HAS_ACTIVITY,,
Barselona,Xavi Bou Atölye ziyareti,HAS_ACTIVITY,,
Barselona Gezisi,Barselona,HAS_CITY,,
Barselona Gezisi,Barselona,HAS_HIGHLIGHT,,
Barselona Gezisi,Gaudi,HAS_HIGHLIGHT,,
Barselona Gezisi,Girona,HAS_CITY,,
Barselona Gezisi,Girona,HAS_HIGHLIGHT,,
Barselona Gezisi,Park Güell,HAS_HIGHLIGHT,,
Barselona Gezisi,Sagrada Familia,HAS_HIGHLIGHT,,
Barselona Gezisi,Türk Hava Yolları TK1467,HAS_TRANSPORT,,
Barselona Gezisi,İspanya,HAS_COUNTRY,,
Barselona Gezisi,İspanya,HAS_HIGHLIGHT,,
Beaune,Abbaye Sainte-Marie-Madeleine - Vézelay,HAS_ACTIVITY,,
Beaune,Auberge de la Madone - Fleurie,HAS_RESTAURANT,,
Beaune,Beaujolais Şarap Bağları - Fleurie,HAS_ACTIVITY,,
Beaune,Beffroi Meydanı - Nuits-Saint-Georges,HAS_ACTIVITY,,
Beaune,Benedictine Manastırı - Cluny,HAS_ACTIVITY,,
Beaune,Colline Éternelle - Vézelay Şarap Tadımı,HAS_ACTIVITY,,
Beaune,Domaine Rion Armelle et Bernard - Şarap Tadımı,HAS_ACTIVITY,,
Beaune,Hospices de Beaune (Hôtel-Dieu),HAS_ACTIVITY,,
Beaune,Hôtel-Dieu - Cluny,HAS_ACTIVITY,,
Beaune,Musée des Beaux-Arts - Beaune,HAS_ACTIVITY,,
Beaune,Musée des Beaux-Arts - Dijon,HAS_ACTIVITY,,
Beaune,Musée du Vin de Bourgogne,HAS_ACTIVITY,,
Beaune,Musée d’Art et d’Archéologie - Cluny,HAS_ACTIVITY,,
Beaune,Notre-Dame Kilisesi - Beaune,HAS_ACTIVITY,,
Beaune,Notre-Dame Kilisesi - Dijon,HAS_ACTIVITY,,
Beaune,Palais des ducs de Bourgogne - Dijon,HAS_ACTIVITY,,
Beaune,Rue de la Liberté - Dijon,HAS_ACTIVITY,,
Beaune,Saint-Baudèle Kilisesi,HAS_ACTIVITY,,
Beaune,Saint-Bénigne Katedrali - Dijon,HAS_ACTIVITY,,
Beaune,Saint-Flocel Kilisesi,HAS_ACTIVITY,,
Beaune,Saint-Martin de l’Aigue Kilisesi,HAS_ACTIVITY,,
Beaune,Saint-Michel Kilisesi - Dijon,HAS_ACTIVITY,,
Beaune,Saint-Philibert Kilisesi - Dijon,HAS_ACTIVITY,,
Beaune,Sainte-Madeleine Kilisesi,HAS_ACTIVITY,,
Beaune,Tour de Fromages - Cluny,HAS_ACTIVITY,,
Beaune,Église Saint-Symphorien - Nuits-Saint-Georges,HAS_ACTIVITY,,
Belgrad,Aziz Sava Kilisesi,HAS_ACTIVITY,,
Belgrad,Belgrad Şehir Gezisi,HAS_ACTIVITY,,
Belgrad,Damat Ali Paşa Türbesi,HAS_ACTIVITY,,
Belgrad,Fikirbayır,HAS_ACTIVITY,,
Belgrad,Kalemegdan,HAS_ACTIVITY,,
Belgrad,Kalemegdan Restaurant,HAS_RESTAURANT,,
Belgrad,Karlofca Gezisi,HAS_ACTIVITY,,
Belgrad,Metropol Palace Hotel,HAS_HOTEL,,
Belgrad,Museum of Yugoslav History,HAS_ACTIVITY,,
Belgrad,Nikola Tesla Müzesi,HAS_ACTIVITY,,
Belgrad,Novi Sad Gezisi,HAS_ACTIVITY,,
Belgrad,Royal Compound,HAS_ACTIVITY,,
Belgrad,Sokullu Mehmet Paşa Çeşmesi,HAS_ACTIVITY,,
Belgrad,Square Nine Hotel,HAS_HOTEL,,
Belgrad,Stambol Kapısı,HAS_ACTIVITY,,
Belgrad,Tuna & Sava Nehirlerinin Birleşim Noktası,HAS_ACTIVITY,,
Belgrad,Tuna Nehri Tekne Gezisi,HAS_ACTIVITY,,
Berchtesgaden,Adolf Hitler’in Kartal Yuvası,HAS_ACTIVITY,,
Berchtesgaden,Atlı Kızak Turu (St Wolfgang),HAS_ACTIVITY,,
Berchtesgaden,Cafe Sacher Salzburg,HAS_RESTAURANT,,
Berchtesgaden,Grassl Likör Fabrikası,HAS_ACTIVITY,,
Berchtesgaden,Hallstatt Gezisi,HAS_ACTIVITY,,
Berchtesgaden,Hotel Bristol,HAS_HOTEL,,
Berchtesgaden,Hotel Goldener Hirsch,HAS_HOTEL,,
Berchtesgaden,Mirabel Sarayı ve Bahçesi,HAS_ACTIVITY,,
Berchtesgaden,Mozart’ın Evi,HAS_ACTIVITY,,
Berchtesgaden,Noel Pazarları,HAS_ACTIVITY,,
Berchtesgaden,Radisson Blu Hotel Altstadt,HAS_HOTEL,,
Berchtesgaden,Residenzplatz & DomQuartier,HAS_ACTIVITY,,
Berchtesgaden,Restaurant Blaue Gans Salzburg Gasthaus,HAS_RESTAURANT,,
Berchtesgaden,Salzberg Dağı & Tuz Madeni Ziyareti,HAS_ACTIVITY,,
Berchtesgaden,Salzbergwerk Berchtesgaden,HAS_ACTIVITY,,
Berchtesgaden,Salzburg Kalesi,HAS_ACTIVITY,,
Bergen,Astrup Fearnley Museum of Modern Art,HAS_ACTIVITY,,
