id,name,type,date_start,date_end,price_usd,semantic_text
8147a731-0313-45b8-acf8-ba27e220f271,"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",Trip,,,1000,"29 Nisan – 04 Mayıs 2022 tarihleri arasında Beril Miskavi için Prag, Karlovy Vary ve Cesky Krumlov gezisi. İstanbul’dan TK1769 ile Prag’a uçuş. Prag’da şehir turu kapsamında Prag Kalesi, St. Vitus Bazilikası ve Altın Yol görülecek. Karlovy Vary ve Cesky Krumlov turları yapılacak. Akşam yemeklerinden biri Prag’daki Kampa Park Restaurant’ta planlandı."
Prag,Prag,City,,,,
Karlovy Vary,Karlovy Vary,City,,,,
Cesky Krumlov,Cesky Krumlov,City,,,,
Czech Republic,Czech Republic,Country,,,,
"Prag şehir turu: Prag Kalesi, St. Vitus Bazilikası, Altın Yol","Prag şehir turu: Prag Kalesi, St. Vitus Bazilikası, Altın Yol",Activity,,,,
Karlovy Vary gezisi,Karlovy Vary gezisi,Activity,,,,
Cesky Krumlov şehir turu,Cesky Krumlov şehir turu,Activity,,,,
"Kampa Park Restaurant (Na Kampě 8b, Prag)","Kampa Park Restaurant (Na Kampě 8b, Prag)",Restaurant,,,,
"İstanbul – Prag uçuşu (TK1769, Türk Hava Yolları)","İstanbul – Prag uçuşu (TK1769, Türk Hava Yolları)",Transport,,,,
Prag – şehir içi transferler,Prag – şehir içi transferler,Transport,,,,
Karlovy Vary ve Cesky Krumlov kara transferleri,Karlovy Vary ve Cesky Krumlov kara transferleri,Transport,,,,
Kampa Park,Kampa Park,Tag,,,,
68542b38-38ad-439f-b4df-b1991e97d8f0,Endülüs Gezisi - Berrin Zorlu,Trip,,,1000,"05 – 09 Ekim 2022 Berrin Zorlu için düzenlenen Endülüs gezisi. İstanbul’dan TK1303 ile Malaga’ya uçuş, ardından Granada’ya transfer. Granada şehir turu, Realejo Mahallesi, Capilla Real, Katedral, Madraza gezileri ve Elhamra Sarayı ziyareti. Cordoba, Ronda ve Sevilla şehir turlarıyla program tamamlanıyor."
Malaga,Malaga,City,,,,
Cordoba,Cordoba,City,,,,
"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)","Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)",Activity,,,,
Elhamra Sarayı gezisi,Elhamra Sarayı gezisi,Activity,,,,
Cordoba turu,Cordoba turu,Activity,,,,
Ronda gezisi,Ronda gezisi,Activity,,,,
Sevilla şehir turu,Sevilla şehir turu,Activity,,,,
"İstanbul – Malaga uçuşu (TK1303, Türk Hava Yolları)","İstanbul – Malaga uçuşu (TK1303, Türk Hava Yolları)",Transport,,,,
Malaga – Granada transferi,Malaga – Granada transferi,Transport,,,,
Endülüs içi kara transferleri,Endülüs içi kara transferleri,Transport,,,,
30afe670-54a7-463e-8a4a-9c2f4e18750c,Ürdün Gezisi - Berrin Zorlu,Trip,,,1000,"03 – 07 Ekim 2023 Berrin Zorlu için düzenlenen Ürdün gezisi. İstanbul’dan TK816 ile Amman’a uçuş. Amman şehir turu, Mount Nebo ve Madaba ziyareti, Petra Antik Kenti gezisi, Wadi Rum çöl safarisi ve Dead Sea’de dinlenme programın öne çıkanları."
Amman,Amman,City,,,,
Mont Nébo,Mont Nébo,City,,,,
Madaba,Madaba,City,,,,
Petra,Petra,City,,,,
Rum Vadisi Koruma Alanı,Rum Vadisi Koruma Alanı,City,,,,
Dead Sea,Dead Sea,City,,,,
Giordania,Giordania,Country,,,,
Amman şehir turu,Amman şehir turu,Activity,,,,
Mount Nebo ve Madaba ziyareti,Mount Nebo ve Madaba ziyareti,Activity,,,,
Petra Antik Kenti gezisi,Petra Antik Kenti gezisi,Activity,,,,
Wadi Rum çöl safarisi,Wadi Rum çöl safarisi,Activity,,,,
Dead Sea’de konaklama ve dinlenme,Dead Sea’de konaklama ve dinlenme,Activity,,,,
"İstanbul – Amman uçuşu (TK816, Türk Hava Yolları)","İstanbul – Amman uçuşu (TK816, Türk Hava Yolları)",Transport,,,,
Ürdün içi kara transferleri,Ürdün içi kara transferleri,Transport,,,,
2ca598a3-3d38-4fb8-9969-c363f429e12f,BAE Gezisi - Fuat Pamukçu,Trip,,,1000,"21 Aralık 2024 – 02 Ocak 2025 Fuat Pamukçu için BAE gezisi. İstanbul’dan Abu Dhabi’ye uçuş sonrası St. Regis Saadiyat’ta konaklama. Abu Dhabi’de Sunset Dragon Boat Experience, Ferrari World ve Louvre Museum ziyaretleri. Ardından Ras Al Khaimah’da Ritz Carlton’da konaklama, çöl safarisi ve çölde akşam yemeği. Dubai’de Address Dubai Mall’da 6 gece, Dubai Autodrome Circuit ve yılbaşı kutlaması. Restoran deneyimleri: Hakkasan Abu Dhabi, Ula Beach RAK, The Guild, WHITE Beach, Estiatorio Milos, MAINE Oyster Bar & Grill, La Cantine Beach."
Abou Dabi (ville),Abou Dabi (ville),City,,,,
Ras Al Khaimah,Ras Al Khaimah,City,,,,
"The St. Regis Saadiyat Island Resort, Abu Dhabi","The St. Regis Saadiyat Island Resort, Abu Dhabi",Hotel,,,,
The Ritz Carlton Ras Al Khaimah,The Ritz Carlton Ras Al Khaimah,Hotel,,,,
"Address Dubai Mall, Dubai","Address Dubai Mall, Dubai",Hotel,,,,
Sunset Electric Dragon Boat Experience - Jubail Mangrove Park,Sunset Electric Dragon Boat Experience - Jubail Mangrove Park,Activity,,,,
Ferrari World Abu Dhabi – Driving Experience,Ferrari World Abu Dhabi – Driving Experience,Activity,,,,
"Louvre Museum, Abu Dhabi","Louvre Museum, Abu Dhabi",Activity,,,,
Çöl Safarisi,Çöl Safarisi,Activity,,,,
Çölde Akşam Yemeği,Çölde Akşam Yemeği,Activity,,,,
Dubai Autodrome Circuit,Dubai Autodrome Circuit,Activity,,,,
New Year's Eve Celebration - The Restaurant at Address Dubai Mall,New Year's Eve Celebration - The Restaurant at Address Dubai Mall,Activity,,,,
Hakkasan Abu Dhabi,Hakkasan Abu Dhabi,Restaurant,,,,
Ula Beach RAK,Ula Beach RAK,Restaurant,,,,
The Guild Dubai,The Guild Dubai,Restaurant,,,,
WHITE Beach Dubai,WHITE Beach Dubai,Restaurant,,,,
Estiatorio Milos Dubai,Estiatorio Milos Dubai,Restaurant,,,,
The MAINE Oyster Bar & Grill JBR,The MAINE Oyster Bar & Grill JBR,Restaurant,,,,
La Cantine Beach,La Cantine Beach,Restaurant,,,,
The Restaurant at Address Dubai Mall,The Restaurant at Address Dubai Mall,Restaurant,,,,
İstanbul – Abu Dhabi uçuşu,İstanbul – Abu Dhabi uçuşu,Transport,,,,
Şehir içi ve otel transferleri,Şehir içi ve otel transferleri,Transport,,,,
Abu Dhabi – Ras Al Khaimah transferi,Abu Dhabi – Ras Al Khaimah transferi,Transport,,,,
Ras Al Khaimah – Dubai transferi,Ras Al Khaimah – Dubai transferi,Transport,,,,
Ferrari World,Ferrari World,Tag,,,,
Yılbaşı,Yılbaşı,Tag,,,,
29ea9b9b-2fea-40d2-b37d-21749c1f6ca1,Peru Gezisi - Seda Soğancıoğlu,Trip,,,1000,"10 – 17 Nisan 2022 Seda Soğancıoğlu için düzenlenen Peru gezisi. İstanbul’dan TK800 ile Panama aktarmalı CM337 uçuşuyla Lima’ya varış. Lima’da Belmond Miraflores Park’ta konaklama. Programda Lima şehir turu, Cusco ve Sacred Valley ziyaretleri ile Machu Picchu gezisi yer alıyor."
Lima,Lima,City,,,,
Cusco,Cusco,City,,,,
Kutsal Vadi,Kutsal Vadi,City,,,,
Machu Picchu,Machu Picchu,City,,,,
Peru,Peru,Country,,,,
Belmond Miraflores Park (Lima),Belmond Miraflores Park (Lima),Hotel,,,,
Lima şehir turu (Plaza Mayor ve tarihi merkez),Lima şehir turu (Plaza Mayor ve tarihi merkez),Activity,,,,
Cusco turu,Cusco turu,Activity,,,,
Sacred Valley gezisi,Sacred Valley gezisi,Activity,,,,
Machu Picchu ziyareti,Machu Picchu ziyareti,Activity,,,,
"İstanbul – Lima uçuşu (TK800, Türk Hava Yolları, Panama aktarmalı CM337)","İstanbul – Lima uçuşu (TK800, Türk Hava Yolları, Panama aktarmalı CM337)",Transport,,,,
Lima Havalimanı – otel transferi,Lima Havalimanı – otel transferi,Transport,,,,
Peru içi kara ve tren transferleri,Peru içi kara ve tren transferleri,Transport,,,,
Belmond,Belmond,Tag,,,,
9f0ece28-5001-4072-b751-136fa56096a2,USA Gezisi - Selen Zorlu,Trip,,,1000,"16 – 21 Nisan 2023 Selen Zorlu için düzenlenen ABD gezisi. Londra Heathrow’dan British Airways BA175 uçuşuyla New York’a varış. Programda Central Park ve şehirdeki önemli turistik noktalar, müzeler ve alışveriş durakları yer alıyor. Konaklama New York’ta yapılacak."
NEW YORK,NEW YORK,City,,,,
Amerika Birleşik Devletleri,Amerika Birleşik Devletleri,Country,,,,
Central Park ziyareti,Central Park ziyareti,Activity,,,,
New York şehir turu (müze ve meydanlar),New York şehir turu (müze ve meydanlar),Activity,,,,
Kültürel ve alışveriş aktiviteleri,Kültürel ve alışveriş aktiviteleri,Activity,,,,
"Londra – New York uçuşu (BA175, British Airways)","Londra – New York uçuşu (BA175, British Airways)",Transport,,,,
New York havalimanı – otel transferi,New York havalimanı – otel transferi,Transport,,,,
ABD,ABD,Tag,,,,
Central Park,Central Park,Tag,,,,
633b7322-537e-4bfa-8c8a-7feb80b4e050,Hindistan Gezisi - Berrin Zorlu,Trip,,,1000,"08 – 16 Ocak 2024 Berrin Zorlu için düzenlenen Hindistan gezisi. İstanbul’dan TK716 ile Delhi’ye uçuş, ardından Air India AI406 ile Varanasi’ye geçiş. Programda Varanasi’de Ganj Nehri kıyısında Aarti töreni, Jaipur şehir turu, Udaipur göl ve saray ziyaretleri ile Delhi şehir turu yer alıyor."
Varanasi’de Ganj Nehri kıyısında Aarti töreni,Varanasi’de Ganj Nehri kıyısında Aarti töreni,Activity,,,,
Jaipur şehir turu,Jaipur şehir turu,Activity,,,,
Udaipur göl gezileri ve saray ziyareti,Udaipur göl gezileri ve saray ziyareti,Activity,,,,
Delhi şehir turu,Delhi şehir turu,Activity,,,,
"İstanbul – Delhi uçuşu (TK716, Türk Hava Yolları)","İstanbul – Delhi uçuşu (TK716, Türk Hava Yolları)",Transport,,,,
"Delhi – Varanasi uçuşu (AI406, Air India)","Delhi – Varanasi uçuşu (AI406, Air India)",Transport,,,,
Hindistan içi transferler ve uçuşlar,Hindistan içi transferler ve uçuşlar,Transport,,,,
Ganj Nehri,Ganj Nehri,Tag,,,,
Aarti töreni,Aarti töreni,Tag,,,,
893adadb-ef34-4b70-80a7-5c23e803271b,Mısır Gezisi - Hakan Ateş,Trip,,,1000,"28 – 31 Temmuz 2023 Hakan Ateş için düzenlenen Mısır gezisi. İstanbul’dan TK694D ile Kahire’ye uçuş. Programda Giza Piramitleri (Keops, Kefren, Mikerinos), Sfenks ve Kahire şehir gezileri yer alıyor."
"Giza Piramitleri gezisi (Keops, Kefren, Mikerinos)","Giza Piramitleri gezisi (Keops, Kefren, Mikerinos)",Activity,,,,
Sfenks ziyareti,Sfenks ziyareti,Activity,,,,
Kahire şehir gezisi,Kahire şehir gezisi,Activity,,,,
"İstanbul – Kahire uçuşu (TK694D, Türk Hava Yolları)","İstanbul – Kahire uçuşu (TK694D, Türk Hava Yolları)",Transport,,,,
Kahire Havalimanı – otel transferi,Kahire Havalimanı – otel transferi,Transport,,,,
Şehir içi araç ile transferler,Şehir içi araç ile transferler,Transport,,,,
Nil Nehri,Nil Nehri,Tag,,,,
b2ab485e-1e45-4e2b-91d6-f5d9a03b7f03,Provence Gezisi - Olgun Zorlu,Trip,,,1000,"02 – 05 Mayıs 2022 Olgun Zorlu için düzenlenen Provence gezisi. İstanbul’dan TK1367 ile Marsilya’ya uçuş, ardından Provence bölgesine transfer. Programda Gordes ve Roussillon köy gezileri, sanat atölyeleri, butik mağazalar, Provence manzaraları ve şato ziyareti yer alıyor."
Marseille,Marseille,City,,,,
Gordes ve Roussillon köy gezileri,Gordes ve Roussillon köy gezileri,Activity,,,,
Sanat atölyeleri ve butik mağazalar,Sanat atölyeleri ve butik mağazalar,Activity,,,,
Provence manzaraları ve şato ziyareti,Provence manzaraları ve şato ziyareti,Activity,,,,
"İstanbul – Marsilya uçuşu (TK1367, Türk Hava Yolları)","İstanbul – Marsilya uçuşu (TK1367, Türk Hava Yolları)",Transport,,,,
Marsilya Havalimanı – Provence transferi,Marsilya Havalimanı – Provence transferi,Transport,,,,
Köyler arası özel araç transferleri,Köyler arası özel araç transferleri,Transport,,,,
a7e0c922-22bc-4945-ba2e-a9e953e47cc1,Toskana Gezisi - Selen Zorlu,Trip,,,1000,"20 – 23 Nisan 2019 Selen Zorlu için düzenlenen Toskana gezisi. İstanbul’dan TK1321 ile Bologna’ya uçuş sonrası Toskana bölgesine transfer. Programda San Casciano Val di Pesa kasabası, Floransa çevresi ve Chianti bölgesinde üzüm bağları ile köy ziyaretleri yer alıyor."
San Casciano Val di Pesa,San Casciano Val di Pesa,City,,,,
San Casciano Val di Pesa kasabası ziyareti,San Casciano Val di Pesa kasabası ziyareti,Activity,,,,
Floransa çevresinde geziler,Floransa çevresinde geziler,Activity,,,,
Chianti bölgesinde üzüm bağları ve köyler,Chianti bölgesinde üzüm bağları ve köyler,Activity,,,,
Bologna Havalimanı – Toskana otel transferi,Bologna Havalimanı – Toskana otel transferi,Transport,,,,
Bölge içi kara transferleri,Bölge içi kara transferleri,Transport,,,,
b6948e80-80b5-4b42-b967-1d61b5f59b0b,Güney Afrika Gezisi - Tanju Kaya,Trip,,,1000,"15 – 22 Ağustos 2018 Tanju Kaya için düzenlenen Güney Afrika gezisi. İstanbul’dan TK38 ile Johannesburg’a uçuş, ardından Federal Havayolları ile Sabi Sabi Little Bush Camp’a geçiş. Sabi Sabi’de sabah ve akşam safari turları. Kruger Mpumalanga’dan SA8664 ile Cape Town’a uçuş, The Table Bay otelinde konaklama ve V&A Waterfront ile şehir turu."
Johannesbourg,Johannesbourg,City,,,,
Sabi Sand,Sabi Sand,City,,,,
Kruger,Kruger,City,,,,
Sabi Sabi Little Bush Camp,Sabi Sabi Little Bush Camp,Hotel,,,,
The Table Bay,The Table Bay,Hotel,,,,
Sabi Sabi’de sabah ve akşam safari turları,Sabi Sabi’de sabah ve akşam safari turları,Activity,,,,
Cape Town V&A Waterfront gezisi,Cape Town V&A Waterfront gezisi,Activity,,,,
Cape Town şehir turu ve çevre gezileri,Cape Town şehir turu ve çevre gezileri,Activity,,,,
"İstanbul – Johannesburg uçuşu (TK38, Türk Hava Yolları)","İstanbul – Johannesburg uçuşu (TK38, Türk Hava Yolları)",Transport,,,,
Johannesburg – Sabi Sabi özel uçuşu (Federal Havayolları),Johannesburg – Sabi Sabi özel uçuşu (Federal Havayolları),Transport,,,,
"Kruger Mpumalanga – Cape Town uçuşu (SA8664, South African Airways)","Kruger Mpumalanga – Cape Town uçuşu (SA8664, South African Airways)",Transport,,,,
Şehir içi ve lodge transferleri,Şehir içi ve lodge transferleri,Transport,,,,
Sabi Sabi,Sabi Sabi,Tag,,,,
1542942a-260d-4c5c-b998-22dfa475f468,Tayland & Vietnam Gezisi,Trip,,,1000,"Tayland & Vietnam gezisi. İstanbul’dan TK68 ile Bangkok’a uçuş, Mandarin Oriental’da konaklama. Bangkok’ta kanal turu, Wat Arun, Wat Pho ve Çin Mahallesi ziyaretleri. Chiang Rai’de Anantara Golden Triangle’da konaklama, fil sürüşü ve Altın Üçgen gezisi. Bangkok aktarmalı uçuşla Vietnam’a geçiş. Danang ve Hanoi’de konaklama, Tra Que Organic Village bisiklet turu ve The Market Restaurant’ta yemek kursu. Program Saigon aktarmalı Bangkok üzerinden dönüş uçuşu ile tamamlanıyor."
Danang,Danang,City,,,,
Saigon,Saigon,City,,,,
"Mandarin Oriental, Bangkok","Mandarin Oriental, Bangkok",Hotel,,,,
"Anantara Golden Triangle, Chiang Rai","Anantara Golden Triangle, Chiang Rai",Hotel,,,,
Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,Activity,,,,
"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi","Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi",Activity,,,,
"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu","Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu",Activity,,,,
Tra Que Organic Village bisiklet turu,Tra Que Organic Village bisiklet turu,Activity,,,,
The Market Restaurant’ta Vietnam yemek kursu,The Market Restaurant’ta Vietnam yemek kursu,Activity,,,,
The Market Restaurant (Vietnam),The Market Restaurant (Vietnam),Restaurant,,,,
"İstanbul – Bangkok uçuşu (TK68, Türk Hava Yolları)","İstanbul – Bangkok uçuşu (TK68, Türk Hava Yolları)",Transport,,,,
"Bangkok – Chiang Rai uçuşu (PG231, Bangkok Airways)","Bangkok – Chiang Rai uçuşu (PG231, Bangkok Airways)",Transport,,,,
"Bangkok – Danang uçuşu (PG222, Bangkok Airways)","Bangkok – Danang uçuşu (PG222, Bangkok Airways)",Transport,,,,
Vietnam içi transferler,Vietnam içi transferler,Transport,,,,
Saigon aktarmalı Bangkok dönüş uçuşu,Saigon aktarmalı Bangkok dönüş uçuşu,Transport,,,,
Şehir içi ve havalimanı transferleri,Şehir içi ve havalimanı transferleri,Transport,,,,
Mandarin Oriental,Mandarin Oriental,Tag,,,,
Anantara Golden Triangle,Anantara Golden Triangle,Tag,,,,
Tra Que Village,Tra Que Village,Tag,,,,
The Market Restaurant,The Market Restaurant,Tag,,,,
eadd5f5e-04ed-460e-9f43-2bb11891d85c,Tayland & Endonezya Gezisi,Trip,,,1000,"10 – 18 Ocak 2024 Tayland & Endonezya gezisi. İstanbul’dan TK172 ile Phuket’e uçuş, The Surin Phuket otelinde konaklama. Programda Phuket’te Big Buddha ve Tarihi Kent gezisi, Bangkok şehir turu ve Bali’de tapınak ziyaretleri ile sahil aktiviteleri. Beach Restaurant, The Surin’de akşam yemeği dahil."
Phuket,Phuket,City,,,,
The Surin Phuket,The Surin Phuket,Hotel,,,,
Phuket’te Big Buddha ziyareti,Phuket’te Big Buddha ziyareti,Activity,,,,
Phuket Tarihi Kent Gezisi,Phuket Tarihi Kent Gezisi,Activity,,,,
Bangkok şehir turu,Bangkok şehir turu,Activity,,,,
Bali’de tapınak ziyaretleri ve sahil aktiviteleri,Bali’de tapınak ziyaretleri ve sahil aktiviteleri,Activity,,,,
"Beach Restaurant, The Surin (Phuket)","Beach Restaurant, The Surin (Phuket)",Restaurant,,,,
"İstanbul – Phuket uçuşu (TK172, Türk Hava Yolları)","İstanbul – Phuket uçuşu (TK172, Türk Hava Yolları)",Transport,,,,
Phuket – Bangkok uçuşu,Phuket – Bangkok uçuşu,Transport,,,,
Bangkok – Bali uçuşu,Bangkok – Bali uçuşu,Transport,,,,
Big Buddha,Big Buddha,Tag,,,,
98d0ed9f-50a6-4f6d-8a75-c2704439d2be,Tayland Gezi Önerileri,Trip,,,1000,"18 – 26 Ocak 2026 Tayland gezisi önerisi. Bangkok’ta Grand Palace & Wat Phra Kaew, Wat Pho, Wat Arun ziyaretleri ve Thonburi Kanalları tekne turu. Phuket’te ada gezileri ve sahil aktiviteleri öne çıkıyor. Ulaşım ve otel bilgileri belirtilmemiş."
Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti,Activity,,,,
Wat Pho (Yatan Buda Tapınağı) gezisi,Wat Pho (Yatan Buda Tapınağı) gezisi,Activity,,,,
Wat Arun (Şafak Tapınağı) ziyareti,Wat Arun (Şafak Tapınağı) ziyareti,Activity,,,,
Thonburi Kanalları tekne turu,Thonburi Kanalları tekne turu,Activity,,,,
Phuket ada ve sahil aktiviteleri,Phuket ada ve sahil aktiviteleri,Activity,,,,
Grand Palace,Grand Palace,Tag,,,,
Wat Pho,Wat Pho,Tag,,,,
Wat Arun,Wat Arun,Tag,,,,
Thonburi Kanalları,Thonburi Kanalları,Tag,,,,
7d435d04-0bbb-42aa-ad4f-9f4266b52b4c,Toskana Gezisi - Bayram Programı,Trip,,,1000,"01 – 05 Mayıs 2022 Toskana Bayram programı. İstanbul’dan TK1321 ile Bologna’ya uçuş. Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale). The Mall Firenze outlet gezisi. Ardından Siena, Montepulciano ve San Gimignano kasabaları ziyaret ediliyor."
Montepulciano,Montepulciano,City,,,,
"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)","Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)",Activity,,,,
The Mall Firenze outlet gezisi,The Mall Firenze outlet gezisi,Activity,,,,
Siena şehir turu,Siena şehir turu,Activity,,,,
Montepulciano şarap bağları ve kasaba gezisi,Montepulciano şarap bağları ve kasaba gezisi,Activity,,,,
San Gimignano kasabası gezisi,San Gimignano kasabası gezisi,Activity,,,,
Bologna Havalimanı – şehir içi transfer,Bologna Havalimanı – şehir içi transfer,Transport,,,,
Bölge içi kara transferleri ve araç kiralama,Bölge içi kara transferleri ve araç kiralama,Transport,,,,
The Mall Firenze,The Mall Firenze,Tag,,,,
1a46f8f3-357a-49b7-93fc-823111a95b5a,Toskana Gezisi,Trip,,,1000,"10 – 13 Nisan 2024 Toskana gezisi. İstanbul’dan TK1321 ile Bologna’ya uçuş sonrası Borgo Santo Pietro’da konaklama. Bologna şehir turu, Montepulciano şarap bağları, Pienza ve Montalcino ziyaretleri ile San Gimignano gezisi programın öne çıkanları."
Pienza,Pienza,City,,,,
Montalcino,Montalcino,City,,,,
Borgo Santo Pietro,Borgo Santo Pietro,Hotel,,,,
Montepulciano şarap bağları turu,Montepulciano şarap bağları turu,Activity,,,,
Pienza kasabası ziyareti,Pienza kasabası ziyareti,Activity,,,,
Montalcino’da şarap tadımı,Montalcino’da şarap tadımı,Activity,,,,
San Gimignano gezisi,San Gimignano gezisi,Activity,,,,
Bologna Havalimanı – şehir merkezi transferi,Bologna Havalimanı – şehir merkezi transferi,Transport,,,,
Toskana içi kara transferleri,Toskana içi kara transferleri,Transport,,,,
914851f3-e8c4-4b2e-8816-2eed32aaf772,Toskana Bağ Bozumu Programı,Trip,,,1000,"12 – 29 Eylül Toskana Bağ Bozumu programı. İstanbul’dan Bologna’ya THY uçuşu. COMO Castello del Nero ve Rosewood Castiglion del Bosco otellerinde konaklama. Programda bağ bozumu deneyimi, şarap tadımları ve Toskana kasabaları ile kırsal geziler öne çıkıyor."
Toskana kırsalı,Toskana kırsalı,City,,,,
COMO Castello del Nero,COMO Castello del Nero,Hotel,,,,
Rosewood Castiglion del Bosco,Rosewood Castiglion del Bosco,Hotel,,,,
Bağ bozumu deneyimi,Bağ bozumu deneyimi,Activity,,,,
Şarap tadımları,Şarap tadımları,Activity,,,,
Toskana kasabaları ve doğa gezileri,Toskana kasabaları ve doğa gezileri,Activity,,,,
İstanbul – Bologna uçuşu (Türk Hava Yolları),İstanbul – Bologna uçuşu (Türk Hava Yolları),Transport,,,,
Bologna – İstanbul uçuşu (Türk Hava Yolları),Bologna – İstanbul uçuşu (Türk Hava Yolları),Transport,,,,
Bağ Bozumu,Bağ Bozumu,Tag,,,,
Şarap Tadımı,Şarap Tadımı,Tag,,,,
66b8d174-b665-47b6-8dd2-3c9fde72c754,Vietnam & Kamboçya Gezisi,Trip,,,1000,"30 Mayıs – 07 Haziran 2019 Vietnam & Kamboçya gezisi. İstanbul’dan TK168 ile Ho Chi Minh’e uçuş, Hotel des Arts Saigon’da konaklama. Şehir turu, Vespa ile gece turu, Mekong Deltası bot gezisi. Phnom Penh’de Raffles Le Royal otelinde konaklama ve şehir turu. Siem Reap’te Belmond La Résidence d’Angkor’da konaklama, Angkor Wat, Angkor Thom ve Ta Prohm ziyaretleri."
Hotel des Arts Saigon,Hotel des Arts Saigon,Hotel,,,,
Raffles Hotel Le Royal,Raffles Hotel Le Royal,Hotel,,,,
Belmond La Résidence d’Angkor,Belmond La Résidence d’Angkor,Hotel,,,,
"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu","Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",Activity,,,,
Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş,Activity,,,,
Vespa ile gece turu ve Banh Xeo tadımı,Vespa ile gece turu ve Banh Xeo tadımı,Activity,,,,
"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı","Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı",Activity,,,,
"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze","Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze",Activity,,,,
"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri","Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri",Activity,,,,
"İstanbul – Ho Chi Minh uçuşu (TK168, Türk Hava Yolları)","İstanbul – Ho Chi Minh uçuşu (TK168, Türk Hava Yolları)",Transport,,,,
Ho Chi Minh içi Vespa ve araç transferleri,Ho Chi Minh içi Vespa ve araç transferleri,Transport,,,,
Mekong Deltası bot turu,Mekong Deltası bot turu,Transport,,,,
Ho Chi Minh – Phnom Penh kara/air transferi,Ho Chi Minh – Phnom Penh kara/air transferi,Transport,,,,
Phnom Penh – Siem Reap uçuşu,Phnom Penh – Siem Reap uçuşu,Transport,,,,
Angkor Wat,Angkor Wat,Tag,,,,
Banh Xeo,Banh Xeo,Tag,,,,
Raffles,Raffles,Tag,,,,
2c83b947-c884-4999-8fe2-7e00df20c0e5,Vietnam Gezisi,Trip,,,1000,"16 – 24 Kasım 2024 Vietnam gezisi. İstanbul’dan TK164 ile Hanoi’ye uçuş. Hanoi By Night turu ve şehir turu (Ho Chi Minh Mozolesi, Tek Sütun "
Nha Trang,Nha Trang,City,,,,
Hanoi By Night turu,Hanoi By Night turu,Activity,,,,
"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı","Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı",Activity,,,,
Nha Trang sahil tatili ve dinlenme,Nha Trang sahil tatili ve dinlenme,Activity,,,,
Saigon şehir turu,Saigon şehir turu,Activity,,,,
"İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)","İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)",Transport,,,,
Hanoi – Nha Trang uçuşu,Hanoi – Nha Trang uçuşu,Transport,,,,
Nha Trang – Saigon uçuşu,Nha Trang – Saigon uçuşu,Transport,,,,
Ho Chi Minh Mozolesi,Ho Chi Minh Mozolesi,Tag,,,,
Pagoda,Pagoda,Tag,,,,
